



 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;DISTRITO;TIPO;AUDIENCIA;
10690127;"Campamentos Urbanos 2018 Distrito de Chamartín C/ Príncipe de Vergara 142";"";"1";"1";"L,M,X,J,V";"15/8/2018;";"2018-07-16 00:00:00.0";"2018-09-07 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8e423776852f2610VgnVCM1000001d4a900aRCRD";"Campamentos Urbanos 2018 Distrito de Chamartín C/ Príncipe de Vergara 142";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6e856336512f2610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=af76a3f5ca71c010VgnVCM1000000b205a0aRCRD";"Colegio Público Pintor Rosales";"442559";"4477537";"40.44462379507087";"-3.6786369687124028";"CHAMARTIN";"/contenido/actividades/Campamentos";"/usuario/Niños";
10690144;"Campamentos Urbanos 2018 Distrito de Chamartín C/ Príncipe de Vergara 142";"";"1";"1";"L,M,X,J,V";"";"2018-06-25 00:00:00.0";"2018-07-13 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1e5d644ec82f2610VgnVCM2000001f4a900aRCRD";"Campamentos Urbanos 2018 Distrito de Chamartín C/ Príncipe de Vergara 142";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6e856336512f2610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3140a3f5ca71c010VgnVCM1000000b205a0aRCRD";"Colegio Público Isaac Albéniz";"443382";"4479707";"40.46422875441015";"-3.6691267410574406";"CHAMARTIN";"/contenido/actividades/Campamentos";"/usuario/Niños";
10686610;"Campus Deportivos Infantiles. Comunidad de Madrid";"";"0";"1";"L,M,X,J,V,S,D";"";"2018-06-25 00:00:00.0";"2018-09-07 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=47ba7ab4a68d2610VgnVCM1000001d4a900aRCRD";"Campus Deportivos Infantiles. Comunidad de Madrid";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=96397ab4a68d2610VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"/contenido/actividades/CursosTalleres";"/usuario/Niños";
10692221;"Cancioneros musicales españoles: Exordium Musicae";"";"1";"0";"";"";"2018-05-31 00:00:00.0";"2018-05-31 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ed9628b287cf2610VgnVCM2000001f4a900aRCRD";"Cancioneros musicales españoles: Exordium Musicae";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=04a30d7cd6242610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7b7aef4d7f71c010VgnVCM1000000b205a0aRCRD";"Museo de San Isidro. Los Orígenes de Madrid";"439691";"4473738";"40.41207900253883";"-3.7108161027466378";"CENTRO";"/contenido/actividades/Musica/Clasica";"";
10714958;"Canta";"";"1";"0";"";"";"2018-06-24 00:00:00.0";"2018-06-24 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c1750cb8f4193610VgnVCM1000001d4a900aRCRD";"Canta";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=eee40cb8f4193610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=98953d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Buero Vallejo (San Blas - Canillejas)";"448133";"4477512";"40.44477474902185";"-3.6129105844633775";"SAN BLAS-CANILLEJAS";"/contenido/actividades/CineActividadesAudiovisuales";"/usuario/Niños";
10708709;"Caperucita Cumple años";"";"1";"0";"";"";"2018-05-26 00:00:00.0";"2018-05-26 23:59:00.0";"12:00";"Titeres con Cabeza, presenta: ?Caperucita Cumple años? (Asociación Cultural La Epa).   A partir de 3 años de edad";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e5fb565791d63610VgnVCM2000001f4a900aRCRD";"Fiestas de Aluche 2018";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=162a565791d63610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0023cbf06c81c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque Aluche";"435664";"4471826";"40.392680212409495";"-3.7593572957930554";"LATINA";"/contenido/actividades/Fiestas";"/usuario/Jovenes,/usuario/Mujeres,/usuario/Niños,/usuario/Mayores";
7810430;"Capoeira";"";"1";"1";"M";"";"2018-06-05 00:00:00.0";"2018-06-12 23:59:00.0";"18:00";".Los mejores ritmos y acrobacias traídas directamente de Brasil de la mano de Toninho. Otra forma de poner en marcha tu cuerpo.      Fecha y hora de celebración:  los martes 5 y 12 de junio de 18 a 19 horas.   Inscripción:  abierto el plazo de inscripción hasta cubrir plazas.   Plazas:  15";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a340fa59c226a410VgnVCM2000000c205a0aRCRD";"Actividades en el centro juvenil 'Tetuán Punto Joven'. Junio 2018";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bd0ad1ab503e1410VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2f9e41aee5a2a110VgnVCM1000000b205a0aRCRD";"Centro Juvenil Tetuán Punto Joven";"440651";"4477630";"40.447199849232135";"-3.6998771920981004";"TETUAN";"/contenido/actividades/DanzaBaile/FolcloreEtnica";"/usuario/Jovenes";
10715623;"Capricho para violín y piano sin violín y sin piano";"";"1";"0";"";"";"2018-06-02 00:00:00.0";"2018-06-02 23:59:00.0";"19:00";"Asociación ?Teatro del Otro Día?. Comedia agridulce confeccionada con una decena de historias que, una vez reunidas, dan lugar a un espectáculo inclasificable y sorprendente. El punto de partida de esta comedia es el triunfo de lo inimaginable. Descubrimientos inaceptables, laberintos personales, delirios colectivos, contradicciones irresolubles un asombroso banquete de situaciones humanas que, durante una hora y cuarto, nos harán olvidar la lógica cotidiana en favor de nuevas posibilidades de lo ?real?. Un espectáculo refrescante que, con humor e inteligencia, nos invita a explorar nuestros particulares callejones sin salida.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9e0e888d85293610VgnVCM2000001f4a900aRCRD";"Teatro en el Centro Cultural Hortaleza";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=29411a3fadcf2610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=86381e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Hortaleza";"445689";"4481092";"40.476859845869534";"-3.6420353342333227";"HORTALEZA";"/contenido/actividades/CircoPerformanceTeatro";"";
10691501;"Captain Fantastic";"";"1";"0";"";"";"2018-05-26 00:00:00.0";"2018-05-26 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=79873db2418f2610VgnVCM1000001d4a900aRCRD";"Captain Fantastic";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5bf53db2418f2610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=98953d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Buero Vallejo (San Blas - Canillejas)";"448133";"4477512";"40.44477474902185";"-3.6129105844633775";"SAN BLAS-CANILLEJAS";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"/usuario/Niños";
10716073;"Casi, casi? perfecto";"";"1";"0";"";"";"2018-06-08 00:00:00.0";"2018-06-08 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f8b997ccea693610VgnVCM2000001f4a900aRCRD";"Casi, casi? perfecto";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fc0997ccea693610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=57b63d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural el Madroño (Vicálvaro)";"448466";"4473127";"40.405292721436055";"-3.6086161200017157";"VICALVARO";"/contenido/actividades/Musica";"";
10709566;"Castillo de Fuegos Artificiales";"";"1";"0";"";"";"2018-06-03 00:00:00.0";"2018-06-03 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0f272fb99dd63610VgnVCM1000001d4a900aRCRD";"Fiestas de Aluche 2018";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=162a565791d63610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0023cbf06c81c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque Aluche";"435664";"4471826";"40.392680212409495";"-3.7593572957930554";"LATINA";"/contenido/actividades/Fiestas";"/usuario/Jovenes,/usuario/Mujeres,/usuario/Niños,/usuario/Mayores";
10712652;"Cataluña versus España. Los orígenes. Las separaciones";"";"1";"0";"";"";"2018-05-29 00:00:00.0";"2018-05-29 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e4bd0b59c9383610VgnVCM1000001d4a900aRCRD";"Cataluña versus España. Los orígenes. Las separaciones";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fc290b59c9383610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Iván de Vargas (Centro)";"439775";"4473962";"40.41410290844665";"-3.7098591212735883";"CENTRO";"/contenido/actividades/ConferenciasColoquios";"";
10714810;"Cazadores de barreras";"";"1";"0";"";"";"2018-05-26 00:00:00.0";"2018-05-26 23:59:00.0";"10:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=89564dfc91193610VgnVCM2000001f4a900aRCRD";"Cazadores de barreras";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a2394dfc91193610VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";
10674878;"Celeste Classic Goes to Hollywood";"";"1";"0";"";"";"2018-05-26 00:00:00.0";"2018-05-26 23:59:00.0";"19:00";"Concierto.   Orquesta de Cuerdas Celeste Classic.   Esta orquesta de formación clásica, cuyos músicos son aficionados y apasionados de la música clásica, nos interpretará en esta ocasión un repertorio variado con obras de nuestro tiempo por todos conocidas, del mundo del cine, de la música clásica y versiones actuales.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8fab0cf3b5b82610VgnVCM2000001f4a900aRCRD";"Conciertos en el Centro Cultural Nicolás Salmerón";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ddcc94bdeec6f510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Nicolás Salmerón (Chamartín)";"442656";"4477714";"40.44810636195716";"-3.6762309620097398";"CHAMARTIN";"/contenido/actividades/Musica/Zarzuela";"";
10695743;"Certamen de Acuarelas Salón de Primavera";"";"1";"1";"L,M,X,J,V,S,D";"";"2018-05-17 00:00:00.0";"2018-06-07 23:59:00.0";"00:00";"Exposición de la Agrupación Española de Acuarelistas.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fe748e354c513610VgnVCM1000001d4a900aRCRD";"Exposiciones en el Centro Cultural Casa del Reloj";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=62618e354c513610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa del Reloj (Arganzuela)";"440586";"4471782";"40.394522745106734";"-3.7000855961559855";"ARGANZUELA";"/contenido/actividades/Exposiciones";"";
10024348;"Certamen de jóvenes creadores 2018";"";"1";"1";"L,M,X,J,V,S,D";"";"2018-05-14 00:00:00.0";"2018-06-11 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3630dc2723db3510VgnVCM1000001d4a900aRCRD";"Certamen de jóvenes creadores 2018";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1f923b553ccb3510VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"/contenido/actividades/DanzaBaile";"/usuario/Jovenes";
10661831;"Charla-Coloquio: ?Despoblación rural?";"";"1";"0";"";"";"2018-06-15 00:00:00.0";"2018-06-15 23:59:00.0";"19:00";"CHARLA-COLOQUIO   'Resisitiendo' es un documental que aborda el fenómeno demográfico y territorial que más castiga a los pueblos de nuestro país: la despoblación rural. 'Resistiendo' es una mirada interior de personas que trabajan y vivien en estos pueblos despoblados.   Directores : Cristina Besnard &amp; Antonio García Pérez   Edad recomendada : Todo público.      Duración  aproximada: 60-80 minutos";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=94be0d7cd6242610VgnVCM2000001f4a900aRCRD";"Actividades Centro Cultural La Elipa. Junio 2018.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8d7f8221a51e1610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6c191e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural la Elipa (Ciudad Lineal)";"444825";"4475074";"40.42447060804354";"-3.6504253324201104";"CIUDAD LINEAL";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
10715697;"Charlie y la fábrica de chocolate";"";"0";"0";"";"";"2018-06-10 00:00:00.0";"2018-06-10 23:59:00.0";"12:00";"Compañía ?Enfocados?. Versión y dirección María Gallardo. Charlie Bucket, un niño muy bueno de una familia muy pobre, gana un concurso para disfrutar de una visita de un día a la gigantesca fábrica de chocolate del excéntrico Willy Wonka y su equipo de Oompa-Loompas. Cuatro niños más de diferentes partes del mundo lo acompañan a través de un mundo fantástico y mágico lleno de diferentes sabores. Obra familiar enfocada para entretener a toda la familia además de enseñar valores como la amistad y el respeto mezclados con una pizca de locura.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=eda0888d85293610VgnVCM2000001f4a900aRCRD";"Actividades infantiles en el Centro Cultural Hortaleza";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7310888d85293610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=86381e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Hortaleza";"445689";"4481092";"40.476859845869534";"-3.6420353342333227";"HORTALEZA";"/contenido/actividades/Musica";"/usuario/Niños";
10715695;"Charlie y la fábrica de chocolate";"";"0";"0";"";"";"2018-06-09 00:00:00.0";"2018-06-09 23:59:00.0";"19:00";"Compañía ?Enfocados?. Versión y dirección María Gallardo. Charlie Bucket, un niño muy bueno de una familia muy pobre, gana un concurso para disfrutar de una visita de un día a la gigantesca fábrica de chocolate del excéntrico Willy Wonka y su equipo de Oompa-Loompas. Cuatro niños más de diferentes partes del mundo lo acompañan a través de un mundo fantástico y mágico lleno de diferentes sabores.  Obra familiar enfocada para entretener a toda la familia además de enseñar valores como la amistad y el respeto mezclados con una pizca de locura.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8c90888d85293610VgnVCM2000001f4a900aRCRD";"Actividades infantiles en el Centro Cultural Hortaleza";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7310888d85293610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=86381e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Hortaleza";"445689";"4481092";"40.476859845869534";"-3.6420353342333227";"HORTALEZA";"/contenido/actividades/Musica";"/usuario/Niños";
10680469;"Chica Charcos & Katiuskas Band";"";"1";"0";"";"";"2018-06-30 00:00:00.0";"2018-06-30 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=393e333804ea2610VgnVCM1000001d4a900aRCRD";"Chica Charcos & Katiuskas Band";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=254e333804ea2610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6c5c625c0d168510VgnVCM1000001d4a900aRCRD";"Nave de Terneras del Centro Cultural Casa del Reloj";"440713";"4471660";"40.393432756132874";"-3.6985778802913103";"ARGANZUELA";"/contenido/actividades/1ciudad21distritos";"/usuario/Niños,/usuario/Familias";
10689597;"Chicas nuevas 24 horas";"";"1";"1";"L,M,X,J,V";"";"2018-05-23 00:00:00.0";"2018-06-07 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bc2c1eff2b1f2610VgnVCM1000001d4a900aRCRD";"Chicas nuevas 24 horas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=725fa07f39f12610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cb3655d1b6742610VgnVCM1000001d4a900aRCRD";"Espacio de Igualdad Elena Arnedo Soriano";"443307";"4472652";"40.40254931370529";"-3.668092320219012";"RETIRO";"/contenido/actividades/Exposiciones";"";
7892481;"Chococharlas";"";"1";"0";"";"";"2018-06-06 00:00:00.0";"2018-06-06 23:59:00.0";"18:00";"Un espacio para dialogar sobre los temas que nos importan? Alrededor de una taza de chocolate?     Fecha y hora de celebración:  miércoles 6 de junio de 18 a 19 horas.   Inscripción:  abierto periodo de inscripción hasta cubrir plazas.   Plazas:  15    Para inscribirte:    e-mail:  actividadeschamberi@gmail.com   teléfono: 915 357 010  Horario de información: miércoles y jueves de 12:30 a 14 horas, y lunes a viernes de 16:30 a 20:30 horas.   En colaboración con el  CMS  de Chamberí";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2d57c6d06879b410VgnVCM1000000b205a0aRCRD";"Actividades en el centro juvenil 'Chamberí'. Junio 2018";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9c604786b5fd1410VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7054251933357310VgnVCM2000000c205a0aRCRD";"Centro Juvenil Chamberí";"440346";"4477568";"40.44661949643803";"-3.703467785151993";"CHAMBERI";"";"/usuario/Jovenes";
10710817;"Cien años de soledad";"";"1";"1";"V";"";"2018-06-08 00:00:00.0";"2018-06-15 23:59:00.0";"11:00";"Durante las dos sesiones del programa se tratará de enfocar tanto el enclave histórico de esta carismática obra  así como las influencias del autor colombiano y su proyección en la literatura posterior. El ponente, Germán Mora, es profesor y conferencista especializado en creación literaria e Historia de la literatura.  Inscripción previa en el mostrador de la biblioteca.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5252faef3b273610VgnVCM2000001f4a900aRCRD";"Cien años de soledad";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0ea1faef3b273610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0fce3d0b5e71c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Francisco Ibáñez (Chamartín)";"442766";"4477922";"40.44810636195716";"-3.6762309620097398";"CHAMARTIN";"/contenido/actividades/ConferenciasColoquios";"";
10712585;"Cine y literatura: Aferim!";"";"1";"0";"";"";"2018-05-29 00:00:00.0";"2018-05-29 23:59:00.0";"19:00";"Proyección de la pelicula Aferim! del director Radu Jude.  Es una adaptación basada en varios textos literarios rumanos del siglo XIX. El film se centra en Costandin, un policía local, es contratado por un boyardo para dar con el paradero de Carfin, un esclavo gitano que huyó de su propiedad después de mantener un romance con su esposa, Sultana. Costandin empieza a perseguir al fugitivo, dando comienzo, así, todo un viaje lleno de aventuras.  Salón de actos. 108'  Entrada libre hasta completar el aforo.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c6b746d0b9283610VgnVCM1000001d4a900aRCRD";"Martes 29 de mayo";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b01eb5487893c510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e791bed05ceed310VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro";"442345";"4474221";"40.4166091081099";"-3.6795930368034804";"RETIRO";"/contenido/actividades/CineActividadesAudiovisuales";"";
10713355;"Cine y literatura: Corazones cicatrizados";"";"1";"0";"";"";"2018-06-06 00:00:00.0";"2018-06-06 23:59:00.0";"18:30";"El director Radu Jude hace una adaptación libre de la novela homónima de Max Blecher, publicada por la Editorial Pre-Textos en 2009. Inspirándose en su propia vida, Blecher relata en su libro las vivencias extremas de Emanuel, un veinteañero que padece tuberculosis ósea. El joven ingresa en un sanatorio en la costa del mar Negro, donde tendrá que soportar dolorosas punciones lumbares y pasará sus días con escayolasy  en una camilla. Pero Emanuel descubrirá pronto que su vida no ha llegado a su fin y que el sanatorio, a pesar de albergar una realidad lúgubre, puede ser un lugar donde descubrir cosas nuevas y vivir experiencias interesantes.     Duración:141´.     Sala Polivalente.  Entrada libre hasta completar aforo.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4bb950f415883610VgnVCM2000001f4a900aRCRD";"Miércoles 6 de junio";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fd46f613e435c510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e791bed05ceed310VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro";"442345";"4474221";"40.4166091081099";"-3.6795930368034804";"RETIRO";"/contenido/actividades/CineActividadesAudiovisuales";"";
